Species	midT	logNe	minSE	medSE	meanSE	maxSE	medPredLogNe	meanPredLogNe
Acinonyx_jubatus_dnaZoo	12500	3.93860975515957	1.95222745044012e-07	0.151704486873097	0.195501388252114	1.58891399672897	4.32800938694333	4.32965865639131
Acinonyx_jubatus_dnaZoo	37500	4.13921270911749	1.48036362385132e-08	0.0591906486746994	0.125188099252141	1.89614356392231	4.30615950296894	4.30638202133562
Acinonyx_jubatus_dnaZoo	62500	4.16022526887681	6.83966441332382e-10	0.0392943969946209	0.0825753423751527	1.19803936270396	4.31849648276723	4.31541098467202
Acinonyx_jubatus_dnaZoo	87500	4.18369504724325	1.62847374961859e-10	0.0163602579055928	0.036347552207995	0.527170324306031	4.25709628728398	4.25955644095524
Addax_nasomaculatus	12500	3.88894987065107	4.16362194986757e-06	0.363103376975078	0.397042729617352	1.43138307972227	4.4915304685149	4.49207796523806
Addax_nasomaculatus	37500	4.62228429640481	2.59369731277502e-08	0.229505631213926	0.295670428244035	1.82583224916211	4.14324557058757	4.14227368343358
Addax_nasomaculatus	62500	4.71921006111689	1.18224644524779e-06	0.247205954222724	0.297695798024888	2.01693993863932	4.22201195946987	4.217280157897
Addax_nasomaculatus	87500	4.51062726444397	3.60213080751794e-09	0.037393361182424	0.0654504072314691	0.642353645257624	4.3228939768249	4.32253603787462
Aepyceros_melampus	12500	3.96020669555757	0.000844283821805893	0.757033767429835	0.808621187056505	3.15417673206886	4.83028356949422	4.82953373244373
Aepyceros_melampus	37500	3.99035502946258	1.18163038721737e-10	0.0930583769103941	0.207036125018188	2.79027305754586	4.1980934197398	4.19923052382787
Aepyceros_melampus	62500	4.24812263516817	7.9899438842886e-09	0.0465503705402129	0.100042322163301	1.31140663831216	4.337392631272	4.34089942231706
Aepyceros_melampus	87500	4.34115743411853	2.29468396419469e-10	0.0159309226608469	0.0342005500748983	0.475545031449601	4.33331664478539	4.33479186067494
Ailuropoda_melanoleuca	12500	3.43362417262879	0.120864199332402	0.994664012617664	1.02685168729856	2.84331648493057	4.43095261010008	4.43105598537919
Ailuropoda_melanoleuca	37500	4.3739589937805	4.40834229784456e-09	0.0301301082481718	0.0627000617414223	1.06177909586495	4.23981438418815	4.23951370910845
Ailuropoda_melanoleuca	62500	4.82927665234618	6.22926770785242e-07	0.297722067762568	0.332219179835851	1.40223235324525	4.28363751688616	4.28193912947953
Ailuropoda_melanoleuca	87500	4.63327873600577	3.31399083098636e-09	0.109939432087624	0.138380769962434	1.00591973022232	4.30170757974901	4.30120346242912
Alces_alces_gigas	12500	3.42541114458853	0.0575934104531599	0.793921928345295	0.818285757428585	2.4292660411195	4.31643411178376	4.31421186782303
Alces_alces_gigas	37500	3.95738428167463	9.52624086484093e-10	0.0254484891923892	0.0550048209437435	0.872342865651398	4.06701613702215	4.0693025435166
Alces_alces_gigas	62500	4.3697827334762	3.98488498346499e-08	0.0618363965722525	0.0934657339819196	0.845426623110866	4.12234876729178	4.12253659971375
Alces_alces_gigas	87500	4.36216847546202	1.74053629291685e-11	0.0435839360327768	0.0692508608971554	0.836761426080047	4.15580057715633	4.15821587585801
Alces_alces_shirasi	12500	3.28154366787058	7.74943373282571e-05	0.988189580351919	1.03823195167101	3.01233762074121	4.27562091107756	4.27943366093925
Alces_alces_shirasi	37500	3.91674402623259	4.09356999612808e-08	0.0528086814478595	0.114235396740455	1.81403254061147	4.03240203834302	4.03093597790183
Alces_alces_shirasi	62500	4.31417317218816	1.24442303211857e-08	0.0612052787646379	0.114200671264284	1.42429486007126	4.08360246789475	4.0839625693515
Alces_alces_shirasi	87500	4.27998256608118	3.05789487976522e-09	0.0481461521540595	0.077660259636952	0.936537132253165	4.06486766758041	4.06670095332291
Alces_americanus	12500	3.2965901566769	0.00267234952641051	0.964690619131849	1.0254579514247	3.61599939698622	4.27877680588219	4.28036138017573
Alces_americanus	37500	3.81819290966967	1.3454458977197e-10	0.146922467478912	0.309546250515605	4.85980887641114	4.12194818958415	4.12069872634909
Alces_americanus	62500	4.31997391395834	1.6238948951146e-08	0.0689164689823613	0.146616575812949	1.95550943508541	4.16043893119754	4.15389851627025
Alces_americanus	87500	4.35720753783093	7.05231760754367e-09	0.0513495593540221	0.0832436588267497	0.75688182987158	4.1333251366829	4.13079833092167
Ammotragus_lervia	12500	3.56069218360811	0.000208195853546037	1.0581989497691	1.15902332622404	5.36311190202474	4.58938015003704	4.58914160519878
Ammotragus_lervia	37500	4.88210548596171	1.13776858916732e-08	0.295160945867815	0.592171751486585	7.34704014539375	5.3465466855663	5.33991919265378
Ammotragus_lervia	62500	4.97319569531414	3.17461724177844e-10	0.118326703196669	0.242170309970037	3.54885583884429	5.18742256301315	5.18598537904773
Ammotragus_lervia	87500	4.96213723078813	4.4209226958804e-08	0.0925113423034458	0.13251255009656	1.04060208722613	4.65834225742476	4.65756288786577
Antidorcas_marsupialis	12500	5.6385071916597	1.41774639426271e-07	0.138025762280946	0.169295217242795	1.31495005330261	5.26698900731563	5.26687572312859
Antidorcas_marsupialis	37500	5.6385071916597	9.68522600422343e-11	0.0455434767003776	0.0938234473387896	1.37471488545898	5.4590855797203	5.46023115217909
Antidorcas_marsupialis	62500	5.54908155073387	8.44965894555759e-11	0.0291318206783103	0.0608887592710254	0.677623043297879	5.41444025740024	5.412857310462
Antidorcas_marsupialis	87500	5.41813621007082	1.07811026134444e-10	0.0129139962329597	0.0297391894022916	0.557773875296762	5.40674274909305	5.40463625920875
Antilocapra_americana	12500	3.42885336912237	0.311841407626374	1.75229457774804	1.78955149870668	4.26971287615739	4.7525960084207	4.75123076654369
Antilocapra_americana	37500	4.58325831699459	1.82334773570849e-10	0.0693945048793561	0.146471411943755	1.87989989324881	4.77431839499104	4.77747016257498
Antilocapra_americana	62500	4.85669428299464	5.44612127798316e-10	0.0336408816299865	0.0738958221975372	1.48026126964409	4.76896883732322	4.76863876884257
Antilocapra_americana	87500	4.88195574430025	3.75687200251966e-09	0.0252928317421506	0.050565061004191	0.650728142546593	4.74640208089386	4.75065281216225
Axis_porcinus	12500	3.59037590437472	0.0808755407939742	1.97534015945382	2.07296828403402	5.70135234763812	4.99584385350277	4.99539973597749
Axis_porcinus	37500	4.42919343285804	1.00992833476129e-09	0.334554436777025	0.658933802887014	8.28837956103427	4.90917256429988	4.90747722106135
